text_final,sentiment
percuma pakai dana fitur dasar sulit guna aktif kalau minggu progres saldo tarik pindah aplikasi belah harga guna cs bantu,negatif
aplikasi dompet digital baik lahh msih suka delay aj si ngebuka aplikasi scan qr suka lelet tolong optimal lg karna aplikasi sdh bagus ntar depan kasih bintang ok,positif
gimana sih iyaa sinyal putus masuk aplikasi dana pake aplikasi lancar aja udah isi ulang gak gak sia donlot aplikasi apes,negatif
tulis ups kendala sih transfer hasil uang rekening udah upgrade tulis gagal salah mana oy update udah napa customer gak respon parah saldo udah kumpul biaya butuh hidup eh gagal tambah bayar kartu kartu maksud nyesel gin,negatif
fitur dana fizz nya aneh akun dana daftar pakai data dokumen no telpon no pas verifikasi wajah gagal wajah deteksi why ga sinkron foto dri ktp verif wajah tolong baik sulit transaksi,negatif
waktu pake suka ngeselin udah selesai transaksi eh login ulang aplikasi nya guna bnyk kendala contoh nya skrng kirim duit realog liat playstore blom update update dlu eh ngeselin aj,netral
gausah deh nyimpen uang dana suka potong otomatis ntah admin cs bot selesai saldo hilang riwayat mana uang tsb hilang potong langgan double apl langgan tsb bayar tolong tingkat ya,negatif
download aplikasi dana hp daftar ya ingat sistem aplikasi rusak bobol sistem rahasia curi data rahasia nya ya pakai aplikasi dana,positif
aplikasi taik proteksi aman nya sedia jasa uang digital aman nya biar aplikasi ambil saldo izin milik akun biar dana langgan keluh hilang saldo dompet dana tarik aplikasi nak,negatif
kesal dana cicil sedia limit verifikasi wajah terang hasil beranda ingat aktifitas curiga,negatif
ewalet dana nggak akun kartu nya hilang whatsapp nya gk aktife maaih buka si hp pas saldo nya kosong gilir akun isi saldo nya ehhhh login ulang stelah login masuk pin slesai langsung alih whatsapp otp ewalet dana licik,positif
mau pindah data nomor nomor nomor hilang tiak proses gagal chat bantu assitant ana bantu sedang premium transfer saldo kembali uang endap dana dan yang untuk mau download tidak saran pakai dana,negatif
aplikasi oke aman cuman kendala knpa sya nggk update dana premium sya ikut tentu syarat tolong nih admin dana klo sya nyoba ingat maaf aplikasi sibuk aplikasi masalah tolong min,positif
aplikasi uang bagus pas anak anak pakai belanja ajar tabung isi saldo ambil bintang kurang,positif
min tolong uang jmlh to yg cmn anak sma rantau makan harga banget pas cek tarik langgan loading nya ampun tolong banget bantu,negatif
min ga cek riwayat transaksi ga liat pesan ga chat cs nya udah uninstall jaring udah bagus udah ga mohon bantu min,netral
aplikasi bantu transaksi minggu alami beli token pulsa buka layan nya isi saldo kirim uang tolong bantu saran nya,positif
kasih bintang barusan transfer bank pencet nama bank nya salin rekening qeris baik sistem notifikasi gmail mohon baik guna dana lebi nyaman,negatif
tolong min buat fitur baru aplikasi dana jamin uang salah transfer mohon min bantu habis alami rugi lumayan ksih bintang min,netral
tolong adu chat customer service buffring koneksi internet lancar ga lot tolong baik program eror,positif
aju kali dana langsung email selesai halo tim dana saya bantu kait nomor daftar akun muncul terang akun proteksi belum nomor daftar ganti nomor akun saat nomor akun,negatif
aplikasi kasi dana buruk top up dana notifikasi nya muncul masuk cek saldo tambah saldo masuk mohon baik kak,positif
kasih bintang kembali akun dana yg nomor hilang kode verifikasi yg kirim wa sms email smentara smua akun yg kait dana nggk smua pin verifikasi wajah aja skrng akun saldo akun tolong dana bantu kembaliin akun,negatif
optimal kendala jaring sinyal pake wifi data sebenernya jaring apk eror gagal scan qris,netral
barusan transaksi ojol food cepat scan qris kena jaring wifi data seluler hp hotspot sambung internet buka dana aneh buka aplikasi akses internet rugi driver konsumen benah malas aplikasi,negatif
kalo start alam buruk tahun aplikasi dana pending transfer dana kartu credit makan hari uang transfer urgent kecewa apk dana transaksi jt udah kaya transaksi miliar pending gk atur kecewa guna apk dana mohon tim it baik kait hambat guna kecewa,negatif
saran gw kalo emang gamau ngasih hadiah langgan ya ga adain event ngabuburit gw udh ngikutin rilis selesai ga gw dapatin bener bener bikin customer kecewa event nya adakan orang pilih orang pake sistem bot auto tap hitung main langgan depan event nya gitu gitu aja bot orang orang pake mending jgn,negatif
aplikasi gajelas sudah fitur verivikasi muka minta kode otp jelasin nomer expired hilang ana tetep ngawur emang aplikasi gajelas e walet nya kalo nyimpan duit dana saran tarik pindah aplikasi gajelas lisensi menyusahakan,negatif
lancar top up minimarket transaksi sukses saldo masuk cek riwayat error buka cs eror gimana saldo nya gak minimarket suruh komplain cs dana,negatif
aplikasi udah bagus klo update suka eror kayak kirim uang gagal truss terima uang jam dlu bru masuk kalo ngirim jga banget gamasuk pdhl udah transfer trus cek aktivitas gak muncul tolong baik suka ngebug gitu,positif
aplikasi nya udah bagus aman nya udah top pas top up suruh verifikasi udah selesai verifikasi suruh verifikasi saldo lenyap gak kirim uang orang gimana jelas nya,negatif
orang masuk dana error suru masukin alamat gmail pas udah masukin gmail nya saldo dana nya hilang ya dana nya error nya awas ojk bantu an cs emosi kembali uang emang hasil saldo nya nyakut transaksi qris karna saldo sisa make saldo kembali suruh bukti transaksi nya ngeliat nya bosen,negatif
sementara aplikasi nya kembang muncul guna layan telfon boros pulsa saran guna langsung daja hubung dm instagram official dana komentar postingan adminnya awal step by step hati akun akun palsu atas nama akun official dana,netral
kecewa suudah lapor ana dm instagram temu solusi problem transfer bank ocbc nisp status sukses uang terima rekening terima loh klaim uang tera terang uang lapor bank indonesia ojk,negatif
aplikasi nya parah bangett udah mah bug nya eh saldo suka kurang jelad ga aktifitas transaksi apa udh komplen cs dana ga bantu,negatif
aplikasi mudah bobol etika mengbalikan dana hilang jadi kali mending pakek aplikasi hilang bobol nomer beda terus bantu gimana,negatif
sangat bagus aplikasi transaksi sayang fitur dana cicil acc pengajuanya unintsal aja ganti seabank efisien,negatif
bagus hrus rubah uang masuk rekening potong kecuali transaksi transfer ya msuk akal klw potong klw bagus siag dpat rubah aplikasi dana hrus tahap si itukana gimana gitu,netral
update masuk akun update baru pin suruh kode verifikasi wa nomor udah mati akun situ saldo developer tolong minta kode susah udah akun dana sia semenjak update dana bug gk masuk akun,positif
layan buruk sesuai atas sperti ganti nomor dana ganti akun audah selesai,negatif
saldo hilang riwayat transaksi tera payment hasil status bayar baca saldo kembali dana lapor cs dana ubah hasil nihil,negatif
lama bagus sih transaksi aman lancar masuk nih developer dana cicil blm diaktivasi yg tampil ga fitur dana cicil drpd blm diaktivasi menuhin ruang beranda memory aja terimakasih,positif
transfer dana rekening bank status hasil saldo potong terima terima dana nya cs dana solusi valid hitung aplikasi dana tanggung saldo potong kembali dana ber alih ewallet,negatif
tolong login otp pakai email ya lupa tolong sms whatsapp wajah sulit login menu bantu bantu maksa otp email nama email lengkap lupa email,negatif
ga daftar dana pake nomor pas daftar suruh masukin pin login ya gimana masukin pin aja ga daftar dana alhasil salah mulu masukin pin nya pake fitur deteksi wajah aja ya gimana deteksi wajah orang ga daftar suruh login gaada opsi daftar jugaa suruh masukin nomor tolong dana gimana ya ana assisten ga tolong pencrahan,negatif
apk uang kurang data transaksi ngga tau hilang aja uang kali jadi kalo cuman maklum udah kali aplikasi aplikasi maling,negatif
nggak masuk app ganggu gimana laku nggak login tolong baik pakai aman aja nggak login,negatif
overall bagus cuman dana bisnis unduh qris dana bisnis alih info aplikasi izin aplikasi aktif klik unduh qris langsung alih info aplikasi,positif
kemaren beli pulsa kali aplikasi dana pulsa masuk saldo dana ku kurang coba komplain email tanggap rugi aplikasi dana,negatif
jujur salut apk dana nya transaksi langsung asisten ana selesai cepat detail moga apk dana kembang bagus,positif
kecewa saldo akun dana kurang hilang sistem aman bagus tolong mhon kembali saldo sya cepat saldo tdk kembali tdk ikhlas laku moga ganjar yg timpal utk yg utk guna dana hati ya maaf ulas sya tulis ajar utk trims,negatif
udah upraged fitur dana instan nya gak udah gitu gw gabung versi beta nya udah penuh gue rajin transaksi dana sedih taruh percaya kpd apk mknya sy kasih bintang moga baik,negatif
sulit bantu cs chat ana kirim email respon kait kendala dana cicil limit sedia bayar lambat mohon bantu min,negatif
jelas top up aja kendala nya kendala nya jaring nya putus jaring cepet putus dana tuh bagus kondisi krisis gin gitu mending pilih gopay,negatif
dana gw tilep rb kronologi gw top up game free fire riwayat web top up game top up and diamond gak masuk pas bayar diamond game tulis dana nya gagal saldo ambil rb diamond ga masuk aplikasi,negatif
dana bisnin fitur agen dana tolong maksimal min baik bug seringkali halaman nya akses bug nomer langgan kadang lanjut transaksi nomer daftar dana,negatif
aplikasi busuk yg pakai transfer ribu aja pending status sistem aplikasi proses tanya cs bot transaksi sukses padahal masuk shopeepaynya dana busuk kalah shopeepay,negatif
customer servis lambat tidak bisa selesai masalah pending bayar saya lapor tanggal maret kait pending bayar listrik pascabayar pln tanggal maret selesai lapor bot via telpon email help dana saran guna aplikasi aplikasi dana aplikasi,negatif
aju pinjam di dana cicil belum tanggal jatuh tempo sudah saya lunas waktu aju kembali malah dana cicil tidak sedia atau laku aneh bayar juga bunga aju,negatif
tolong aplikasi nya baik stelan isi saldo shopee pay gak minimal nominal minimal ribu bikin nyaman,netral
dana bisnis update silver hrus potong penggunany raup untung rugi karna orang bayar hnya rugi klo hrus kena potong karna bayar tdk setting dri aplikasi naik harga beli kabur bayar orang bayar qris dana bisnis harus biayany kena beli langsung resiko pdgng kecl,negatif
aplikasi dana sportif akun beku uang transfer masuk butuh dana dana kecewa akibat arah saldo hilang stlah sya cek no guna yg terima pt kejam tau kalo uang uang hak anak yatim yg titip akun dana rekan rekan aplikasi tipu alami saldo pindah akun pt dana,negatif
a wallet dana payah masalah kirim bank masak tunggu jam uang itu klo lucux kirim tdk batal bukanx bagus payah kali kecewa,negatif
tolong klo transaksi pulsa listrik gagal dibalikin uang pulsa listrik gak masuk transaksi gagal uang nya tetep sedot orang uang anak kos serba hemat banget lapor ana nya loading mulu wifi lancar udah ditungguin sampe jam,positif
aplikasi dana terima uang aplikasi ewallet nya sdh tunggu jam riwayat transaksi ewallet nya proses mohon bantu nya,positif
kode qr gak discan pakai terima uang scan qr coba customer servis ai gak nyambung gak solusi payah banget pokok,negatif
haduh aplikasi sungguh aneh yaaaa gw top up game dana tolak bayar karena jumlah lebih batas transaksi haduh pas gw top up game pas game yg gak developer tolong baik biar yaman guna gw yg alam gak baik orang gk pake ni apk,negatif
kendala login akun dana min muncul fitur otp verifikasi oke terimakasih min fast responnya sekarang coba ya min sesuai instruksi screenshot kendala ya min trims,positif
aplikasi muas duit otomatis isi data kuota rb gua alami ituu gajelas banget balikin duitt gua udh brp tu gua itung itung gua saranin pake aplikasi ini kaga jelasss,negatif
sejak dana langsung pindai qr aplikasi manual pakai aplikasi kamera bawa pilih qr code galeri padahal aplikasi gojek shopeepay qr deteksi cepat di kode qrnya deteksi,negatif
error aplikasi dana kali transaksi transfer bank transaksi bayar lai kecuali top up aplikasi dana buka riwayat aktivitas aplikasi,netral
stop pake aplikasi rugi kek yg alamin akun duplikat nomor nik akibat saldo hilang pusat bantu apk dana email medsos nya gaada yg ngasih jelas rugi mengecewakkan,negatif
gimana aplikasi dana sambung jaring internet reset atur saran gak aneh pakai hotspot hp teman nanya pusat bantu dana gak tanggap gimana transaksi,netral
kenapa fitur aman nya lemah bajak org saldo habis transaksi kenal nya aman pasang bajak org kenal tingkat aman nya admin,positif
sengaja kasih bintang komentar event event tipu suruh upgrage event premiun harga rp upgrade hadiah,positif
dapet bayar kenal tindak lapor kali kali uang hilang rb ga tindak kecewa berat mending pake apk belah,negatif
kecewa pt dana gampang tiga masuk akun password sandi akun tekan lupa sandi tiga langsung ganti password sandi tampa tuju verifikasi wajah atu notifikasi sms whatsapp tekan lupa sandi tiga langsung ganti mudah akun in,netral
aplikasi sampah saldo hilang ribu proses pending kembali dana tolak saldo potong aplikasi dana taik karena aplikasi tanggung transaksi itu tipu sesal pakai dana,negatif
gimana sih dana gak aman bangget dana hilang notifikasi masuk metode mebayran hasil sedng transaksi saldo nya sedot jujur kecewa saldo membayran barayan tes,negatif
pakai apl dana harus update karna atur bank klik update muncul update apl dana lelet beli token klik transaksi payah paksa uinstall,negatif
pindah akun susah banget suami salah transfer uang akun dana yg yg nomor nya aktif tarik uang ga karna ga premium akun yg udh premium pindah akun tunggu uang butuh,negatif
aplikasi aman dana saldo hilang pin pemberitahuan google uang mobile legend aplikasi game mobile legend duit hilang emang aplikasi maling,negatif
kasi bintang kadang toko games nggak buka loading nya pas top up game transaksi gagal beli tolak sja yg alami mohon developer nya baik,netral
aplikasi nya udah bagus fitur dana cicil nya nga kadang pake kadang nga udah lunasin utang moga benerin fitur dana cicil nya,netral
bagus kesini g upgrade g beres chat costumer care g solusi fitur me hilang ntah mana lapor tdk baik kayak pindah dompet digital yg jk g jelas nya bintang skrg kasih bintang krn layan nya g profesional,negatif
bintang rangin login susah banget knp pakai email kirim kode otp nya email aktif aplikasi dana nya knp gak kirim otp nya sms aja watssap ubah rim kode otp nya tambahin lg bintang nya tolong direspon,negatif
buruk aplikasi limit dana cicil cicil tunggak limit ngisi pulsa bantu,negatif
tolong hilang fitur otp susah masuk akun dana nomor akun aktif akun langsung masuk dana verifikasi otp,negatif
kalo dengan transaksi metode kode tunai mending hapus metode saldo yg kode tunai nya si terima akun saldo langsung otomatis ter claim nomor tuju cek nomor tuju saldo gak masuk lapor aplikasi gada tindak lapor nomor hp,negatif
gratis transfer mana aj trs kena cas ga naek pindah k aplikasi laen kalo aja khusus top up bank k dana skrg kena biaya sblmnya kena ribu,positif
kenapa tarik dana dana ya terang sistem sibuk coba tapi udah terang,netral
mau ada ga transaksi akun dana hasil akun dana cek kali kali gak kah malam kakak transfer cek saldo rupiah bolak restart hp ga ngaruh tolong tau,negatif
aplikasi buruk aplikasi suka maling dana kali transaksi buruk transaksi hasil saldo masuk ko ya mana dana nya tu transaksi ket hasil saldo masuk aneh saran teman unistal ajah aplikasi karna suka buruk bbrpa kali topup transfer pake dana ajah ga masuk saldo kurang transaksi sukses uang masuk ya dasar aplikasi maling dana orang,negatif
benerin bug nya gue daftar akun ga mulu gara gara sinyal ga stabil sampe gue install kali daftar kali kali ga ngasih bintang ogah,negatif
dana aktivitas pemberitahuan kirim nya buka ya tarik tunai qr saldo dana kurang ad masuk pemberitahuan kirim sukses nya aktivitas nya buka,negatif
aplikasi nya bagus bayar dri jarak cuman bug ku alamain salah satu nomer dana aktif tpi pas isi saldo nomer daftar,netral
dana sorry gua kasi bintang karna gua butuh banget apk dana gua akuin bagus banget ni apk pas gua instal gua buka apk nya muncul masukin nomer pas gua masukin nomer muncul masuk pin pas gua masuk pin salah gua gapernah instal dana nya gua daftar langsung akun login akun gua smpe instal kali gua kunjungin web nya tetep aja gitu hadeh bikin pusing aja keluh nya si yaudah la,negatif
saya ingin tanya mengapa akun dana cicil saya tidak bisa guna tidak sedia saya rasa tidak ada salah yang saya buat belum saya sudah guna fitur dana cicil ini namun sekarang sudah tidak bisa lagi padahal saya tidak pernah telat untuk bayar tagih dan saya guna fitur ini dengan bijak mohon bantu agar dana cicil saya bisa guna lagi karena fitur ini sangat batu saya terimakasih,positif
buruk aja transaksi beli token listrik pending esok kelar langsung selesai suruh nunggu gila aja kwh udah bunyi nunggu gx beres apk,negatif
puas karna apk eror top up game sudag top up dana oakai alhasil event gane yg top up hilang puas karna duku fix bug,negatif
dana kesini nya parah buka aja kali ga signal bagus udah hapus instal ulang gimana ni sayang udah uang masuk buang aja ni apk dana,negatif
udah kali konfirmasi identitas akun protek dapat tanggap spam gimna gk spam tanggap spam mengganggap akun ku laku pihak dana tahu akun,negatif
kesini lot ganggu nya saldo ilang ga terang yg ilang klo hari hilang segitu,negatif
qr code beli sukses potong saldo jual transaksi masuk hilang saldo nggak selesai dr belah suruh lapor jual lapor gimana orang gaada transaksi masuk cs bot keduabelah,negatif
alami kendala sambung one klik bca dana sambung butuh fitur inisiatif kirim email email aplikasi dana harap tim dana merespon sate tungu jam balas email harap tim dana baca keluh terimakasih,negatif
dana curang profesional kirim uang jt teman barcod teransaksi sukses terima gk uang masuk udah bikin lapor kali gk adah tangap gimana tolong yg refund saldo dana bantu,negatif
apk dana yg komplain sy dah lanjur download isi saldo nya baca kolam komen ter nyata yg komplain jd pikir dgn saldo sy apk tipu,positif
untuk semua jangan pernah kalian download ini aplikasi dana aplikasi curi hati hati uang gua cuma k di curi apalagi uang bnyak alas bayar itu ini ane nya tanpa izin curi,negatif
download cetak qris dana bisnis ya alih atur aplikasi ikut qris rilis bulan download cetak mohon baik terima kasih,netral
transfer uang masuk akun kode tunai suruh download aplikasi dana aplikasi download hapus cache data sudar restart hp suruh download dana suruh ikan renang,negatif
gmna login dana nya woy udah nomer hilang ga aktiv suruh krim kode otp jls masuk pin vrifikasi wajah kecewa bnget sumpah saldo ga masuk,negatif
hormat aplikasi dana tolong cepat baik transfer knpa pending tunggu jam pagi mas pending tolong baik aplikasi dana keluh cs dana nya knpa lambat terima lapor baik nya tolong baik cs nya terimakasih,negatif
aplikasiny bagus mudah cuman fitur dana cicilny tolong tingkat fitur dana cicilny akses smua guna,positif
fitur ana guna proses ganti nomor cepat ulang ana sunggu fitur guna,negatif
sumpah dah dana bug error dll bagus kena bug error ga tranfer logo putih ngeleg tolong cepet betulin profesional,negatif
si akun dana anggap vpn dns privat virus apa rekening tagih air pdam deteksi kendala nih tunggu sebentar ya coba fitur dana alhamdulillah ngebackup bayar token listrik pulsa handphone,negatif
saldo dana hilang chatt ana temu solusi aneh tanggung kali hilang saldo tahu akun hubung riwayat transaksi tahu kocak dana tau pin,negatif
adain event ngabuburit beli premium rupiah sepele amanah udah sesuai terang waktu tentu ditungguin guna jam udah habis tolong kecewa manusia,negatif
basic premium mudah guna ya kasih fitur bagus gak premium upgrade gak alasanya ngehek bgt kendala,negatif
gak top up apa saldo kurang saldo ribu tulis sesi suruh login pas udah login saldo sisa ribu,netral
notifikasi nya kli masuk nya ngisi saldo lma kli nunggu nya masuk notifikasi ny lancar aja jdi lot mohon baik ya cepat nya,netral
maaf kasih bintang pindahin data gagal data hp no ya hilang pindahin no gagal klo ga pakai lg unistall aja dana ya ganti lain aja ngapain repot repot cuman pindah data aja sulit parah bangat tolong dana baik aplikasi ya biar ga susah,negatif
fitur dana cicil dana cicil pas bayar yah jadi salah ketika bayar pakai dana cicil untuk lanjut silah pilih metode bayar lain giamana coba hubung email ana aplikasi dana langsung tetep baik mohon mohon butuh bantu respon nya gak paham,negatif
ngebug premium transfer dana dana bisnis kasih aplikasi udah bagus cuman ngebug aja dana digital assisttant respon nya nggak selesai nya,netral
dana smakin gk beres akun premium premium nonaktif saldo jd nyangkut gk ambil proses upgrade premium ulang sulit mesti tunggu hari itu gagal sumpah kapok w pke dana gk w pake dana lg sdh trlalu byk mslh yg timbul tdk nyaman,negatif
tolong baik sistem pusat vermuk gagal akun suruh tunggu jam coba log in akun pribadi fermuk muka gagal tolong baik sistem nya lancar login terimakasih mohon baik,negatif
hp hilang akun nomor teman lanjur kirim uang nomor uang ga ambil transfer alas blm diupgrade semntara ga upgrqde krn ktp hubung akun gimana nasib uang,netral
akun transaksi uang beli bayar transfer akun batas terima transfer uang masuk batas komplain customer service layan bot solusi dana,negatif
login pin selpi pakai kode otp login tolong saldo dana gak login karna kode otp kartu aktif gak kode,negatif
bayar transaksi nominal ribu rupiah notif bayar tolak saldo hilang k tolong baik bug nya kembali uang saya itu hak saya,negatif
pertanggungjawaban nya dana saldo kurang akun tf qris dana saldo kurang uang masuk akun dana tuju nomor akun nya bukti sulit tanggung sengaja kasih bintang biar baca,positif
ini ya kirim dana pake qr nggak haru ugrade premium pakei metode kemaren mas nggak kecewa usaha login akun batas buruk nomor suda bener pin suda bener pas ott banget,negatif
d bikin kcewa aplikasi nya bagus gk pernh ulang skrang hilang saldo dana yg wa no gak d knal ngaku paylater pdahal sya tdk pernh mnggunakan nya bner rugi tdak aman yg msuk k akun dana tnpa ijin mngalihkan smua saldo k ovo cimb niaga ngadu k cs ana prcuma respon nya ngalor ngidul gak jlas boro saldo,negatif
login kode otp nya kn nomor nya aktif harap login cuman pin verifikasi muka aja biar nomor nya hilang aktif gampang masuk,netral
aplikasi update visual aplikasi nya ngeleg klik fitur kirim aja gk tambah error tulis fiturnya ngezoom klw sampe kayak gin hapus,negatif
beku dana pemberitahuan akun beku pakai dana kalo saldo nya usaha tarik bank aman karna beku langsung buka aju x banding jelas,negatif
topup shopee pay dana uang masuk uang dana kurang suruh lapor lapor kali tetep tindak uang tolong bantu uang k,netral
kecewa aktif fitur dana instan kunjung muncul transaksi milik dana premium tolong min butuh banget bisnis usaha tunggu fitur dana instan alhasil kunjung muncul fitur dana instan tolong muncul fitur dana instan tunggu aktif fitur nya kecewa karna nunggu,netral
saran dana hapus data data ktp akun beku sudak aktif ktp premium akun daftar ulang akun pindah akun,positif
kasih bintang aplikasi dana eror jaring g full simpan imbang masuk lagih eror lagih top up dana eror lagih download lagih pusing tolong baik langsung cepat,negatif
mau premium pakai ktp nomor orang masuk handphone kirim uang akun dana premium geloooooo,negatif
kecewa bantu transaksi karna ngisi e money transaksi hasil e money masuk cek ulang kali tetep gak nambah tanggal maret ndak langgan cek langgan nggak saldo potong,negatif
login ga nerima kode nya udah kali kali login tetep ga nerima koneksi bagus ga tolong baik,negatif
lumayan puas optimal cepat proses data transaksi tambah bonus transaksi,positif
aplikasi nya bagus kiita salah kirim kembali uang nya aplikasi bagus tolong kak kalo bayar isi sandi biar otomatis sandi biar gak ulang,positif
plissss top up game erro web sedia udah mengeluarkann uang tolong sistem top up game baik free fire mobile legend ga top up,positif
tolong apk nya baik lgi tf nunggu jam lgi butuh banget pending klo emng gagal tf nya ywdh balikin aja langsung saldo udh potong saldo pending tolong baik lgii,negatif
dana atas keluh guna aplikasi sistem otp hilang pin vertifikas wajah udah kasihan nomor aktif susah masuk akun nya otp,negatif
ini ya dana cicil bayar gilir pakai sedia limit nya kecewa banget tolong bikin kapok uninstal aplikasi dana,positif
akun transaksi nunggu fitur dana cicil tolong dana pilih kalo ngasih fitur nama bi chek bersih,negatif
baharu update lot bagus aplikasi dana udah lot lot baik aplikasi,negatif
halo tim bantu dana lapor kendala login akun saat coba masuk aplikasi masuk nomor hp daftar kode otp kirim sistem akun akses saya coba kali jaring internet stabil masuk kode otp baru hasil saat saldo rp akun khawatir akses dana mohon,negatif
bagus cuman masuk tolong izin aju kembali dana yg salah transfer seperti aplikasi seabank top bangat sana aju kembali dana,netral
solusi jawab enak kecewa bangett ganti nomor yg yg padhal nomor yg hangus tf masuk aja kembali dana,negatif
kasih bintang uang dana kurang ga dipake transaksi ga riwayat transaksi bahkan suami kek gitu tolong nominal tanggung jawab,netral
hai dana dana cetak unduh qris toko unduh alih atur izin izin tolak,positif
bagus aja daftar akun danamon gak cok udah gk bagus aplikasi bintang ajadan akun dana muncul jugk dana cicil nya yg tunggu muncul jugk bukti transaksi,negatif
nyaman teledor salah kirim saldo dana teman nomor aktif udah ngajuin syarat email jawab mohon belit belit syarat nya biar gak waswas kirim uang,positif
uang ambil mansa limited ngga langgan akun hubung netflix ngga mansa limited proteksi aplikasi ga aman culun udah pake aplikasi aplikasi ngga solusi selesai udah pake customer service ga bantu aplikasi bodoh,negatif
bayar game tulis hasil bayar muncul notif transaksi gagal udh diulangin kali kali,negatif
login prangkat ga terang akun beku login pakai hp yg balik nya login akun orang pakai prangkat ya hapus instal ulang kali kali ga,positif
sih diupdate buru bayar pake qris muncul tulis fitur transfer ga live chat dianajuga ga jaring bagus,negatif
semua nya ok pakai aman yg ga oke layan adu nunggu antri kelwat jelasin ulang kronologi nggu respon aja custemernya ga org nunggu antri,positif
aplikasi dana jelek habis top up e walet bca dana notofikasi bca uang masuk dana dana notofikasi saldo masuk ngalamin kali tolong baik sistem nya hilang saldo kali,negatif
bodoh kendala hapus akun dana nomer aktif kode otp kirim sms gimana kode otp yg kirim kartu aktif aneh,negatif
tolong donk pihak dana hormat saya top up game x gak masuk masuk di akun dana ini gimana solusi bukan masalah nominal tapi bijak kok sering banget gak masuk uang tapi saldo potong,negatif
saran simpan uang hilang uang hilang rb pin tahu transaksi tau tau langsung notifikasi bayar pulsa hasil gak jamin uang yg layan chat robot nya aja muter muter bukti uang ubah rating nya,negatif
gmna sih login hrus masuk nomer gabisa uang sana dipake butuh jdi gabisa udh dri minggu hubung ana tdk bantu tolong bantu kembali akun dan uang saya,negatif
sering trouble sistem kirim uang pakek barcode gak andelin bayar pakek barcode eror eror dikit dikit eror apa ngatasin sakit kaya gin gak becus niat bikin aplikasi ya kasih nyaman guna nyusahin orang bayar pakek barcode kaya gin udan antri nunggu gak aplikasi sampah,negatif
min tolong baik apknya tadi buka emas dana tpi error sesi kadaluwarsa coba tekan tombol udah tekan tpi refresh login ulang tpi hasil tolong ya minn baik salah apknya,negatif
dana ngasih limit paylater mya pelit banget ya limit rb aja transaksi jt aja ga mending coba e wallet belah aja deh,negatif
parah nyimpen uang dana gols gak tarik saldo nya ganggu mulu udah minggu gak tarik uang males nyimpen duit dana mending aplikasi belah parah gak tarik saldo dana gols duit,negatif
tiap log in banget pake wajah udah masukin pin tetep pake wajah tolong baik udah pake pin ya nya udah log in kasi yg hp yg kamera depan rusak kaya susah log in nya,negatif
forclose buka widget sinyal bagus kadang dana responsif event ngabuburich scam detik hadiah udah habis point gw udah k sia sia,netral
aplikasi ga x isi paket internet gak masuk pdhl nomor aneh bukti transaksi nya tulis hasil apk nya layan bantu tp selesai kendala,negatif
aplikasi nya akuin bantu even tukar poin tipu ibu ribu orang tukar poin jam hadiah gak satu tukar bayar orang kali ibu ribu orang gak hadiah tipu,negatif
saldo ilang transaksi apk aneh lapor puter puter nya situ situ aja saldo traksaksi saldo sisa kosong aneh banget emang ga gede yaa gitu aja aneh nya saldo ilang ga ganti,negatif
kenapa ga install update sekarang ribet banget hubung call center nya respon nya pulsa habis tolong baik,positif
tarik uang akun bisnis kena charge lumayan gede kalo dr aplikasi hari proses beda bank aplikasi udah mahal,negatif
payah dana cicil udah lunasin ngg pake bulan tunggak tagih limit k tunggu tagih udah lunas smua limit fitur dana cicil sedia mohon bantu aktif,negatif
halo admin oknum bobol akun dana transaksi suda pasword verifikasi teman suda hilang uang mohon tingkat aman nya trimakasih,netral
ni apk dah udh beberpa trakhir ganggu mulu trutama proses transaksi tolong benerin bayar qris aja pending sinyal bagus apk lancar cumn dana yg lot tolong perhati orng orng yg pke apk kecewa masalah proses transaksi,negatif
dana cicil pakai bayar tagih bayar tanggal jatuh tempo hubungkn cs ana selesai solusi,negatif
hapus akun nomor kartu hilang hapus butuh kode otp kirim nomor yg hilang solusi karna akun premium gabisa daftar akun dijadiin premium,positif
transaksi tampa ribet cepat cuman knapa dana cicil sya blum menu sya guna akun sya premium aja kendala nya mantapp,positif
oooooo nyata reting sangat jelek ya sy juga kecewa atas aplikasi dana saya ada masalah chat via what app tidak tanggap respon pada hal jam layan mungkin sy tidak akan guna aplikasi ini,negatif
maaf bagaimana data suda daftar tapi email nomor smartphone daftar suda aktif hilang tolong solusi akun data indentitas suda daftar mohon solusi,positif
developer nya tolong perbaikin lgi dana nya dana alami stuck loading jaring lancar stuck loading nya banget nunggu nya tolong baik lgi bug gk instal ulang apk nya kalo masuk jadi nya gk tolong baik ya bug nya developer dana nya terimakasih,netral
alam tolong min aman udh premium coba masuk min tolong solusi min takut nyimpen uang dana kalo notif kyk ilang langsung uang aplikasi dana saya saldo nya min aman tolong min kuat kalo saldo ikhlas aman aplikasi min kemarin dana notif coba masuk,positif
buruk aman nya uang main potong aja konfirmasi ngapain adakan nya pin guna kalo potong aplikasi enak nya langgan aplikasi,negatif
aduh iya bagus bgt premium yg msih umur kalo tf uang susah premium udah coba premium dokumen lagi di cek bgt dah dri malam sampe siang gada premium nya pdhl tu ga premium kirim uang bnyk nya dana kasi org yg mnta tf gara premium tolong baik,negatif
